date,iso_week,close,volume,close_point_relative_normalization,volume_point_relative_normalization
2016-02-15,2016-07,400.19,74070500.0,-0.017287527932618008,-0.005361905094414143
2016-02-16,2016-07,407.49,73093100.0,0.0006384598384205908,-0.018486688563686182
2016-02-17,2016-07,416.32,83193600.0,0.022321538197087598,0.11714547373566186
2016-02-18,2016-07,422.37,76752600.0,0.03717800751418121,0.03065403693846358
2016-02-19,2016-07,420.79,55711300.0,0.03329813618839483,-0.25189405638258733
2016-02-20,2016-07,437.16,93992100.0,0.07349654986125786,0.26215056304703377
2016-02-21,2016-08,438.8,89820700.0,0.0,0.0
2016-02-22,2016-08,437.75,85385200.0,-0.0023928896991796123,-0.04938171267870328
2016-02-23,2016-08,420.74,85244900.0,-0.04115770282588882,-0.05094371342018045
2016-02-24,2016-08,424.95,67743700.0,-0.031563354603464044,-0.2457896676378608
2016-02-25,2016-08,424.54,70798000.0,-0.03249772105742932,-0.21178525662792658
2016-02-26,2016-08,432.15,61486000.0,-0.0151549680948041,-0.31545846336089567
2016-02-27,2016-08,432.52,41893600.0,-0.014311759343664576,-0.5335863559290899
2016-02-28,2016-09,433.5,53033400.0,0.0,0.0
2016-02-29,2016-09,437.7,60694700.0,0.009688581314878819,0.14446179200277554
2016-03-01,2016-09,435.12,74895800.0,0.003737024221453389,0.4122383252818036
2016-03-02,2016-09,423.99,74955300.0,-0.021937716262975804,0.4133602597608299
2016-03-03,2016-09,421.65,100484000.0,-0.02733564013840839,0.8947304905964921
2016-03-04,2016-09,410.94,90856100.0,-0.05204152249134952,0.7131864070566851
2016-03-05,2016-09,400.57,135385000.0,-0.07596309111880051,1.5528252007225634
2016-03-06,2016-10,407.71,91212500.0,0.0,0.0
2016-03-07,2016-10,414.32,85762400.0,0.016212503985676197,-0.05975167877209808
2016-03-08,2016-10,413.97,70311700.0,0.015354050673272779,-0.22914403179388787
2016-03-09,2016-10,414.86,70012300.0,0.017536974810527184,-0.23242647663423321
2016-03-10,2016-10,417.13,81022900.0,0.02310465772240078,-0.11171275866794572
2016-03-11,2016-10,421.69,73969700.0,0.03428907802114245,-0.18903987940249423
2016-03-12,2016-10,411.62,92712900.0,0.00959014986142126,0.016449499794435996
2016-03-13,2016-11,414.06,74322800.0,0.0,0.0
2016-03-14,2016-11,416.44,95259400.0,0.005747959232961453,0.28169821373791093
2016-03-15,2016-11,416.83,66781700.0,0.006689851712312178,-0.10146415366482431
2016-03-16,2016-11,417.01,65185800.0,0.007124571318166462,-0.1229367031382026
2016-03-17,2016-11,420.62,83528600.0,0.015843114524465074,0.12386239485057082
2016-03-18,2016-11,409.55,104940000.0,-0.010892141235569697,0.41194895778953433
2016-03-19,2016-11,410.44,58423000.0,-0.008742694295512776,-0.21392896930686145
2016-03-20,2016-12,413.75,45947900.0,0.0,0.0
2016-03-21,2016-12,413.31,61655400.0,-0.0010634441087613578,0.3418545787729146
2016-03-22,2016-12,418.09,66813300.0,0.01048942598187308,0.45410998108727485
2016-03-23,2016-12,418.04,61444200.0,0.01036858006042296,0.3372580683774449
2016-03-24,2016-12,416.39,68346700.0,0.0063806646525679245,0.4874825617710494
2016-03-25,2016-12,417.18,52560000.0,0.008290030211480337,0.14390429159983364
2016-03-26,2016-12,417.94,44650400.0,0.010126888217522723,-0.028238504915349738
2016-03-27,2016-13,426.76,71229400.0,0.0,0.0
2016-03-28,2016-13,424.23,68522800.0,-0.005928390664542094,-0.037998354612000074
2016-03-29,2016-13,416.52,75411500.0,-0.02399475114818639,0.058713115651683134
2016-03-30,2016-13,414.82,66034100.0,-0.02797825475677196,-0.07293757914568988
2016-03-31,2016-13,416.73,60215200.0,-0.023502671290655086,-0.15462997020893055
2016-04-01,2016-13,417.96,51235700.0,-0.020620489267972664,-0.28069448851176626
2016-04-02,2016-13,420.87,45681200.0,-0.01380166838504071,-0.35867492917250465
2016-04-03,2016-14,420.9,38053700.0,0.0,0.0
2016-04-04,2016-14,421.44,50634300.0,0.0012829650748396038,0.3306012293154148
2016-04-05,2016-14,424.03,60718000.0,0.0074364457115705385,0.5955872884896869
2016-04-06,2016-14,423.41,59091000.0,0.005963411736754631,0.5528319191037927
2016-04-07,2016-14,422.75,57858600.0,0.0043953433119505725,0.5204461064232913
2016-04-08,2016-14,420.35,63454700.0,-0.0013067236873365307,0.6675040797609693
2016-04-09,2016-14,419.41,49792700.0,-0.0035400332620574293,0.3084851144566756
2016-04-10,2016-15,421.56,73478600.0,0.0,0.0
2016-04-11,2016-15,422.48,50747500.0,0.0021823702438561465,-0.3093567378801447
2016-04-12,2016-15,425.19,70728800.0,0.008610873896954141,-0.037423140887278716
2016-04-13,2016-15,423.73,69060400.0,0.0051475472056172755,-0.06012907159363412
2016-04-14,2016-15,424.28,45281000.0,0.00645222506879195,-0.38375254836101935
2016-04-15,2016-15,429.71,54801500.0,0.019332953790682117,-0.2541842114574856
2016-04-16,2016-15,430.57,39392800.0,0.021372995540373863,-0.4638874447798407
2016-04-17,2016-16,427.4,52125900.0,0.0,0.0
2016-04-18,2016-16,428.59,55670900.0,0.0027842770238653003,0.06800841808007152
2016-04-19,2016-16,435.51,52810500.0,0.01897519887693022,0.013133586182684676
2016-04-20,2016-16,441.39,72890100.0,0.032732802994852594,0.39834707889935705
2016-04-21,2016-16,449.43,68204700.0,0.05154422087037913,0.3084608611074342
2016-04-22,2016-16,445.74,58804400.0,0.04291062236780552,0.1281224880529641
2016-04-23,2016-16,450.28,50485400.0,0.05353299017313984,-0.03147187866300627
2016-04-24,2016-17,458.56,68198400.0,0.0,0.0
2016-04-25,2016-17,461.43,87091800.0,0.006258722958827567,0.2770358248873874
2016-04-26,2016-17,466.09,78971900.0,0.01642096999302156,0.1579729143205706
2016-04-27,2016-17,444.69,93564900.0,-0.030246859734822107,0.3719515413851351
2016-04-28,2016-17,449.01,74064700.0,-0.02082606420097699,0.08601814705330324
2016-04-29,2016-17,455.1,49258500.0,-0.007545359385903616,-0.2777176590653153
2016-04-30,2016-17,448.32,69322600.0,-0.022330774598743885,0.016484257695195126
2016-05-01,2016-18,451.88,40660100.0,0.0,0.0
2016-05-02,2016-18,444.67,92127000.0,-0.015955563423917796,1.2657839011709267
2016-05-03,2016-18,450.3,59366400.0,-0.0034965034965034336,0.46006527283503984
2016-05-04,2016-18,446.72,50407300.0,-0.011418960786049315,0.23972395542558922
2016-05-05,2016-18,447.98,50440800.0,-0.008630609896432606,0.24054785895755293
2016-05-06,2016-18,459.6,72796800.0,0.01708418164114378,0.7903743473331348
2016-05-07,2016-18,458.54,38364500.0,0.014738426130831206,-0.056458296954508214
2016-05-08,2016-19,458.55,40315000.0,0.0,0.0
2016-05-09,2016-19,460.48,55493100.0,0.0042089194199106394,0.37648765968001974
2016-05-10,2016-19,450.89,58956100.0,-0.01670483044379023,0.46238620860721813
2016-05-11,2016-19,452.73,50605200.0,-0.01269218187765786,0.25524494604985737
2016-05-12,2016-19,454.77,59849300.0,-0.008243375858685065,0.484541733845963
2016-05-13,2016-19,455.67,60845000.0,-0.006280667320902822,0.5092397370705692
2016-05-14,2016-19,455.67,37209000.0,-0.006280667320902822,-0.07704328413741779
2016-05-15,2016-20,457.57,28514000.0,0.0,0.0
2016-05-16,2016-20,454.16,59171500.0,-0.007452411652861812,1.075173598933857
2016-05-17,2016-20,453.78,64100300.0,-0.008282885678694063,1.2480290383671178
2016-05-18,2016-20,454.62,86850100.0,-0.006447100990012444,2.0458757101774565
2016-05-19,2016-20,438.71,96027400.0,-0.04121773717682542,2.3677281335484324
2016-05-20,2016-20,442.68,81987900.0,-0.032541469064842454,1.8753559654906362
2016-05-21,2016-20,443.19,42762300.0,-0.031426885503857305,0.4996948867223119
2016-05-22,2016-21,439.32,39657600.0,0.0,0.0
2016-05-23,2016-21,444.15,50582500.0,0.010994263862332598,0.2754806140563222
2016-05-24,2016-21,445.98,65783100.0,0.015159792406446382,0.6587766279351246
2016-05-25,2016-21,449.6,65231000.0,0.02339979969043071,0.6448549584442831
2016-05-26,2016-21,453.38,65203800.0,0.03200400619138666,0.6441690873880417
2016-05-27,2016-21,473.46,164781000.0,0.07771100792133301,3.1550925925925926
2016-05-28,2016-21,530.04,181199000.0,0.2065009560229445,3.5690863794077305
2016-05-29,2016-22,526.23,148737000.0,0.0,0.0
2016-05-30,2016-22,533.86,87958700.0,0.014499363396233589,-0.4086293255881186
2016-05-31,2016-22,531.39,138450000.0,0.009805598312524921,-0.0691623469614151
2016-06-01,2016-22,536.92,86061800.0,0.020314311232730864,-0.42138270907709585
2016-06-02,2016-22,537.97,60378200.0,0.022309636470744687,-0.5940606574019914
2016-06-03,2016-22,569.19,122020000.0,0.08163730688102167,-0.17962578242132088
2016-06-04,2016-22,572.73,94925300.0,0.08836440339775375,-0.3617909464356549
2016-06-05,2016-23,574.98,68874100.0,0.0,0.0
2016-06-06,2016-23,585.54,72138900.0,0.01836585620369391,0.04740243429678204
2016-06-07,2016-23,576.6,107770000.0,0.002817489303975851,0.5647391399669832
2016-06-08,2016-23,581.64,80265800.0,0.01158301158301156,0.16539889450461054
2016-06-09,2016-23,574.63,71301000.0,-0.000608716824933131,0.035236758084679076
2016-06-10,2016-23,577.47,66991900.0,0.004330585411666421,-0.02732812479582314
2016-06-11,2016-23,606.73,82357000.0,0.055219311976068663,0.19576154171161586
2016-06-12,2016-24,672.78,277085000.0,0.0,0.0
2016-06-13,2016-24,704.38,243295000.0,0.04696929159606422,-0.12194813865781262
2016-06-14,2016-24,685.56,186694000.0,0.018995808436635953,-0.32622119566198093
2016-06-15,2016-24,694.47,99223800.0,0.032239365022741495,-0.6419012216467871
2016-06-16,2016-24,766.31,271634000.0,0.13902018490442636,-0.01967266362307596
2016-06-17,2016-24,748.91,363321000.0,0.11315734712684677,0.3112257971380623
2016-06-18,2016-24,756.23,252718000.0,0.12403757543327698,-0.08794052366602301
2016-06-19,2016-25,763.78,136185000.0,0.0,0.0
2016-06-20,2016-25,737.23,174511000.0,-0.03476131870433885,0.28142600139516105
2016-06-21,2016-25,666.65,309944000.0,-0.12717012752363244,1.275904101039028
2016-06-22,2016-25,596.12,266393000.0,-0.21951347246589326,0.9561111723023827
2016-06-23,2016-25,623.98,253462000.0,-0.18303700018329883,0.861159452215736
2016-06-24,2016-25,665.3,224317000.0,-0.12893765220351416,0.6471490986525681
2016-06-25,2016-25,665.12,126656000.0,-0.12917332216083166,-0.06997099533722506
2016-06-26,2016-26,629.37,109225000.0,0.0,0.0
2016-06-27,2016-26,655.27,122134000.0,0.04115226337448563,0.11818722819867244
2016-06-28,2016-26,647.0,138385000.0,0.02801213912325018,0.26697184710460053
2016-06-29,2016-26,639.89,142456000.0,0.016715127826238962,0.30424353398947135
2016-06-30,2016-26,673.34,138980000.0,0.0698635143079589,0.27241931792172114
2016-07-01,2016-26,676.3,134431000.0,0.07456663012218567,0.2307713435568779
2016-07-02,2016-26,703.7,112354000.0,0.11810222921334046,0.028647287708857938
2016-07-03,2016-27,658.66,129512000.0,0.0,0.0
2016-07-04,2016-27,683.66,92008400.0,0.03795584975556432,-0.2895762554821175
2016-07-05,2016-27,670.63,130476000.0,0.018173260862964336,0.007443325714991733
2016-07-06,2016-27,677.33,134961000.0,0.02834542859745559,0.04207332139106801
2016-07-07,2016-27,640.56,258091000.0,-0.027480035223028554,0.9927960343443079
2016-07-08,2016-27,666.52,141970000.0,0.011933319163149436,0.096191858669467
2016-07-09,2016-27,650.96,180536000.0,-0.011690401724713695,0.3939712150225463
2016-07-10,2016-28,649.36,102532000.0,0.0,0.0
2016-07-11,2016-28,647.66,107910000.0,-0.0026179623013429243,0.05245191745016187
2016-07-12,2016-28,664.55,138173000.0,0.02339226315141052,0.34760855147661207
2016-07-13,2016-28,654.47,131449000.0,0.007869286682271825,0.2820290250848516
2016-07-14,2016-28,658.08,98511400.0,0.013428606628064665,-0.039213123707720565
2016-07-15,2016-28,663.25,81673100.0,0.021390291979795473,-0.20343795107868767
2016-07-16,2016-28,660.77,50330200.0,0.017571146975483565,-0.5091269067218039
2016-07-17,2016-29,679.46,74407900.0,0.0,0.0
2016-07-18,2016-29,673.11,69465000.0,-0.00934565684514177,-0.06642977425784091
2016-07-19,2016-29,672.86,61203300.0,-0.009713596091013521,-0.17746233934837563
2016-07-20,2016-29,665.68,94636400.0,-0.020280811232449403,0.2718595740506049
2016-07-21,2016-29,665.01,60491800.0,-0.021266888411385576,-0.18702449605485438
2016-07-22,2016-29,650.62,134169000.0,-0.04244547140376187,0.8031553101216402
2016-07-23,2016-29,655.56,69532200.0,-0.03517499190533668,-0.06552664434824795
2016-07-24,2016-30,661.28,118184000.0,0.0,0.0
2016-07-25,2016-30,654.1,78176500.0,-0.010857730462134008,-0.3385187504230691
2016-07-26,2016-30,651.78,225135000.0,-0.014366077909508834,0.9049532931699722
2016-07-27,2016-30,654.35,147461000.0,-0.010479675780304842,0.2477238881743722
2016-07-28,2016-30,655.03,86428400.0,-0.009451367045729464,-0.2686962702227036
2016-07-29,2016-30,656.99,60703500.0,-0.006487418340188622,-0.4863644825018615
2016-07-30,2016-30,655.05,38456100.0,-0.009421122671183224,-0.67460823800176
2016-07-31,2016-31,624.68,110818000.0,0.0,0.0
2016-08-01,2016-31,606.27,121887000.0,-0.029471089197669165,0.09988449529859778
2016-08-02,2016-31,547.47,330933000.0,-0.1235992828328103,1.98627479290368
2016-08-03,2016-31,566.36,207982000.0,-0.0933598002177114,0.876788969301016
2016-08-04,2016-31,578.29,125292000.0,-0.0742620221553435,0.13061055063256877
2016-08-05,2016-31,575.04,66127900.0,-0.07946468591919065,-0.40327473876085107
2016-08-06,2016-31,587.78,80797300.0,-0.05907024396491001,-0.27090093667093795
2016-08-07,2016-32,592.69,82398400.0,0.0,0.0
2016-08-08,2016-32,591.05,61194100.0,-0.00276704516695081,-0.2573387347327133
2016-08-09,2016-32,587.8,92228100.0,-0.008250518820968944,0.1192947921318861
2016-08-10,2016-32,592.1,102905000.0,-0.0009954613710372318,0.24887133730752042
2016-08-11,2016-32,589.12,74514400.0,-0.0060233849061060996,-0.09568146954309797
2016-08-12,2016-32,587.56,69218000.0,-0.008655452260034946,-0.15995941668770264
2016-08-13,2016-32,585.59,43563000.0,-0.011979280905701217,-0.47131254975824777
2016-08-14,2016-33,570.47,60851100.0,0.0,0.0
2016-08-15,2016-33,567.24,57262300.0,-0.005661998001647794,-0.05897674816067422
2016-08-16,2016-33,577.44,58405200.0,0.012217995687766381,-0.040194836247824606
2016-08-17,2016-33,573.22,54443000.0,0.004820586533910598,-0.10530787446734735
2016-08-18,2016-33,574.32,59896600.0,0.006748821147474882,-0.0156858298370941
2016-08-19,2016-33,575.63,50631600.0,0.009045173278174001,-0.16794273234173251
2016-08-20,2016-33,581.7,45301400.0,0.01968552246393318,-0.2555368760794793
2016-08-21,2016-34,581.31,38299400.0,0.0,0.0
2016-08-22,2016-34,586.75,72844000.0,0.009358173779910883,0.9019619106304537
2016-08-23,2016-34,583.41,85349200.0,0.0036125303194509684,1.2284735531104927
2016-08-24,2016-34,580.18,56328200.0,-0.0019438853623712227,0.4707332229747725
2016-08-25,2016-34,577.76,136130000.0,-0.006106896492405034,2.5543637759338265
2016-08-26,2016-34,579.65,48856800.0,-0.0028556192048991846,0.27565444889476076
2016-08-27,2016-34,569.95,59698300.0,-0.019542068775696086,0.558726768565565
2016-08-28,2016-35,573.91,86301600.0,0.0,0.0
2016-08-29,2016-35,574.11,110398000.0,0.0003484866965204336,0.2792115094042289
2016-08-30,2016-35,577.5,70342400.0,0.006255336202540596,-0.18492357036254248
2016-08-31,2016-35,575.47,75840900.0,0.0027181962328588494,-0.12121096248505248
2016-09-01,2016-35,572.3,76923400.0,-0.0028053179069889023,-0.10866774196538653
2016-09-02,2016-35,575.54,79910800.0,0.002840166576640879,-0.07405192951231498
2016-09-03,2016-35,598.21,159014000.0,0.042341133627223915,0.8425382611678114
2016-09-04,2016-36,608.63,97942900.0,0.0,0.0
2016-09-05,2016-36,606.59,82446800.0,-0.0033517900859306726,-0.15821565422302175
2016-09-06,2016-36,610.44,78529100.0,0.0029738921840856136,-0.1982154908625332
2016-09-07,2016-36,614.54,75032400.0,0.009710333043063901,-0.23391690464546178
2016-09-08,2016-36,626.32,86713000.0,0.02906527775495804,-0.1146576219409472
2016-09-09,2016-36,622.86,64550200.0,0.023380378883722575,-0.34094048675299593
2016-09-10,2016-36,623.51,45016800.0,0.024448351215023978,-0.540377097267898
2016-09-11,2016-37,606.72,73610800.0,0.0,0.0
2016-09-12,2016-37,608.24,72812300.0,0.0025052742616034074,-0.010847593016242163
2016-09-13,2016-37,609.24,86920600.0,0.004153481012658222,0.18081314154988126
2016-09-14,2016-37,610.68,47877700.0,0.006526898734177111,-0.34958321333282616
2016-09-15,2016-37,607.15,59464600.0,0.0007087289029534816,-0.19217560466670647
2016-09-16,2016-37,606.97,64963400.0,0.0004120516877637037,-0.1174746097040108
2016-09-17,2016-37,605.98,37140300.0,-0.0012196729957806296,-0.49545039586582407
2016-09-18,2016-38,609.87,48679400.0,0.0,0.0
2016-09-19,2016-38,609.23,54796400.0,-0.0010494039713381254,0.12565890294457205
2016-09-20,2016-38,608.31,72710900.0,-0.00255792218013684,0.4936687798124053
2016-09-21,2016-38,597.15,82776200.0,-0.020856903930345894,0.7004359133432212
2016-09-22,2016-38,596.3,67085300.0,-0.02225064357977935,0.37810449594695084
2016-09-23,2016-38,602.84,51067000.0,-0.011527046747667469,0.049047441012009196
2016-09-24,2016-38,602.63,35359500.0,-0.01187138242576291,-0.2736249830523795
2016-09-25,2016-39,600.83,33977800.0,0.0,0.0
2016-09-26,2016-39,608.04,59153800.0,0.012000066574571644,0.7409543878650178
2016-09-27,2016-39,606.17,49422400.0,0.008887705340944851,0.4545497354154773
2016-09-28,2016-39,604.73,48722600.0,0.006491020754622712,0.433953934627904
2016-09-29,2016-39,605.69,55658600.0,0.008088810478837694,0.6380872216564935
2016-09-30,2016-39,609.74,56122400.0,0.014829485877868809,0.651737310832367
2016-10-01,2016-39,613.98,56357000.0,0.021886390493150998,0.6586418190700987
2016-10-02,2016-40,610.89,39249800.0,0.0,0.0
2016-10-03,2016-40,612.13,46798300.0,0.0020298253368036256,0.19231945130930606
2016-10-04,2016-40,610.2,49801600.0,-0.0011294995825761323,0.2688370386600696
2016-10-05,2016-40,612.51,68077500.0,0.0026518685851790735,0.7344674367767479
2016-10-06,2016-40,613.02,56812100.0,0.003486716102735432,0.4474494137549745
2016-10-07,2016-40,617.12,64071400.0,0.010198235361521757,0.6324006746531192
2016-10-08,2016-40,619.11,42345900.0,0.013455777635908328,0.07888193060856352
2016-10-09,2016-41,616.75,39243400.0,0.0,0.0
2016-10-10,2016-41,618.99,67481100.0,0.0036319416295096385,0.719552842006554
2016-10-11,2016-41,641.07,103590000.0,0.039432509120389314,1.6396795384701632
2016-10-12,2016-41,636.19,92370200.0,0.031520064856100705,1.3537766860159923
2016-10-13,2016-41,636.79,61620700.0,0.0324929063640047,0.5702181768144452
2016-10-14,2016-41,640.38,58144600.0,0.03831374138629906,0.4816402248530962
2016-10-15,2016-41,638.65,39035400.0,0.035508715038508276,-0.005300254310278918
2016-10-16,2016-42,641.63,40298100.0,0.0,0.0
2016-10-17,2016-42,639.19,58063600.0,-0.0038028147062948436,0.4408520500966546
2016-10-18,2016-42,637.96,65546700.0,-0.0057198073656156145,0.6265456684062027
2016-10-19,2016-42,630.52,69381700.0,-0.017315275158580556,0.7217114454527633
2016-10-20,2016-42,630.86,56957300.0,-0.01678537474868691,0.41339914288763
2016-10-21,2016-42,632.83,55951000.0,-0.013715069432538973,0.3884277422508753
2016-10-22,2016-42,657.29,78556500.0,0.024406589467450113,0.9493847104454056
2016-10-23,2016-43,657.07,54474600.0,0.0,0.0
2016-10-24,2016-43,653.76,62218200.0,-0.0050375150288402,0.14215065369915525
2016-10-25,2016-43,657.59,90378800.0,0.0007913920891229331,0.6590998373553913
2016-10-26,2016-43,678.3,88877100.0,0.032310103946306956,0.6315328611866815
2016-10-27,2016-43,688.31,96105300.0,0.04754440166192331,0.7642222246698462
2016-10-28,2016-43,689.65,81145500.0,0.049583758199278405,0.48960249363923736
2016-10-29,2016-43,714.48,134761000.0,0.08737273045489813,1.4738318408946554
2016-10-30,2016-44,701.86,100665000.0,0.0,0.0
2016-10-31,2016-44,700.97,97064400.0,-0.0012680591570968236,-0.035768141856653224
2016-11-01,2016-44,729.79,130527000.0,0.03979426096372496,0.29664729548502455
2016-11-02,2016-44,740.83,84865200.0,0.05552389365400501,-0.15695425420950682
2016-11-03,2016-44,688.7,172808000.0,-0.018750178098196124,0.7166641831818408
2016-11-04,2016-44,703.24,99907700.0,0.001966204086285117,-0.007522972234639602
2016-11-05,2016-44,703.42,53752300.0,0.002222665488843756,-0.46602791436944324
2016-11-06,2016-45,711.52,59902200.0,0.0,0.0
2016-11-07,2016-45,703.13,65047100.0,-0.011791657297054225,0.08588833131337403
2016-11-08,2016-45,709.85,79660800.0,-0.0023470879244433807,0.32984765167222574
2016-11-09,2016-45,723.27,132429000.0,0.016513941983359537,1.210753528251049
2016-11-10,2016-45,715.53,68807800.0,0.005635821902406191,0.1486689971319919
2016-11-11,2016-45,716.41,63119700.0,0.006872610748819508,0.05371255145887788
2016-11-12,2016-45,705.05,64622500.0,-0.009093208904879746,0.07880011084734795
2016-11-13,2016-46,702.03,80318100.0,0.0,0.0
2016-11-14,2016-46,705.02,62993000.0,0.004259077247411147,-0.21570604882336608
2016-11-15,2016-46,711.62,72038500.0,0.013660384883837029,-0.1030851078399514
2016-11-16,2016-46,744.2,141294000.0,0.060068658034557076,0.7591800602852905
2016-11-17,2016-46,740.98,108579000.0,0.05548195946042189,0.3518621580938792
2016-11-18,2016-46,751.59,87363100.0,0.07059527370625185,0.08771372828789525
2016-11-19,2016-46,751.62,110608000.0,0.07063800692278122,0.37712420986054207
2016-11-20,2016-47,731.03,154116000.0,0.0,0.0
2016-11-21,2016-47,739.25,60802400.0,0.011244408574203613,-0.605476394404215
2016-11-22,2016-47,751.35,129906000.0,0.027796396864697925,-0.15708946507825272
2016-11-23,2016-47,744.59,76543800.0,0.018549170348686195,-0.5033364478704352
2016-11-24,2016-47,740.29,85919300.0,0.012667058807436016,-0.44250240078901604
2016-11-25,2016-47,741.65,67807600.0,0.014527447573970953,-0.5600223208492304
2016-11-26,2016-47,735.38,54962700.0,0.00595050818707854,-0.6433679825585923
2016-11-27,2016-48,732.03,52601800.0,0.0,0.0
2016-11-28,2016-48,735.81,61888600.0,0.005163722798245951,0.1765490914759571
2016-11-29,2016-48,735.6,68511100.0,0.004876849309454645,0.3024478249793734
2016-11-30,2016-48,745.69,84070800.0,0.018660437413767328,0.5982494895611936
2016-12-01,2016-48,756.77,80461900.0,0.03379642910809677,0.5296415712009854
2016-12-02,2016-48,777.94,127605000.0,0.0627160089067389,1.4258675558631073
2016-12-03,2016-48,771.15,69547300.0,0.05344043276914889,0.3221467706428298
2016-12-04,2016-49,773.87,60557900.0,0.0,0.0
2016-12-05,2016-49,758.7,106363000.0,-0.019602775659994465,0.7563852115083252
2016-12-06,2016-49,764.22,116218000.0,-0.012469794668355072,0.919122030321395
2016-12-07,2016-49,768.13,96426100.0,-0.0074172664659438725,0.5922959679909641
2016-12-08,2016-49,770.81,80111900.0,-0.003954152506234987,0.3228975905703466
2016-12-09,2016-49,772.79,68705300.0,-0.0013955832374946686,0.13453901142542923
2016-12-10,2016-49,774.65,53843100.0,0.001007921227079489,-0.11088231262973125
2016-12-11,2016-50,769.73,57313400.0,0.0,0.0
2016-12-12,2016-50,780.09,76571000.0,0.01345926493705596,0.3360051925029748
2016-12-13,2016-50,780.56,81645600.0,0.014069868655242734,0.4245464411463986
2016-12-14,2016-50,781.48,75979000.0,0.015265092954672488,0.3256760199185531
2016-12-15,2016-50,778.09,81580100.0,0.010860951242643635,0.4234036019499803
2016-12-16,2016-50,784.91,83608200.0,0.0197212009405896,0.45878974201495626
2016-12-17,2016-50,790.83,78989800.0,0.027412209476050053,0.3782082375151361
2016-12-18,2016-51,790.53,60524400.0,0.0,0.0
2016-12-19,2016-51,792.71,74886400.0,0.0027576436061882426,0.2372927282220063
